"Date","NVDA","SOXL","XOM","CLS.TO"
"2013-02-01",0.4392271384437876,0.20193174508883296,0.5531509193606203,0.358668937630054
"2013-03-01",0.43920427897419806,0.20145210185294754,0.5466885981664938,0.35727267109438743
"2013-04-01",0.4392416018624147,0.2021316301910681,0.5399973997932515,0.3582289073059476
"2013-05-01",0.4392834525882101,0.2043659581072578,0.5441672133226628,0.3651645019976508
"2013-06-01",0.43926176966736036,0.2058911633585544,0.5345218819927259,0.37208944682181583
"2013-07-01",0.4392452352090143,0.20787335295109569,0.5280672517956096,0.3810510012843906
"2013-08-01",0.43922302672379804,0.2085934375015421,0.5127697835705816,0.3894002584549713
"2013-09-01",0.439251379613953,0.2109716348811843,0.49037236730643363,0.4010968899723695
"2013-10-01",0.43930946927433073,0.21445210883439414,0.47530359168584735,0.4123391677256754
"2013-11-01",0.43938752170812273,0.21814157774730047,0.4717377530266892,0.42222591628938994
"2013-12-01",0.4394795368669293,0.22273966425559547,0.4821337138512283,0.43102531707238667
"2014-01-01",0.43963538771889166,0.2267708641520536,0.4799894217886828,0.44114179545679366
"2014-02-01",0.43981597334306505,0.23185101003839026,0.48615631525931247,0.45051383454987287
"2014-03-01",0.43994987015627207,0.2372562549008701,0.4923275690960491,0.4623817302528653
"2014-04-01",0.4400824881437003,0.24214162285565966,0.5082919074746663,0.4727301495540837
"2014-05-01",0.44020706258131925,0.24690540984729778,0.5168874284582445,0.48104771536987223
"2014-06-01",0.44030090776044306,0.253035838729956,0.5246852997353382,0.4876904400157337
"2014-07-01",0.4403501658824159,0.2570180281345998,0.5234998897662805,0.48667457508187956
"2014-08-01",0.4404203895185059,0.2633591363367383,0.5313268978676587,0.48488214794260437
"2014-09-01",0.4404465988608967,0.2677059673133695,0.5338312510870469,0.4804506430547144
"2014-10-01",0.4405190913930163,0.2715499656124628,0.5362846723854241,0.4788746418732414
"2014-11-01",0.44061232639129067,0.2774623701555032,0.5257323980363813,0.47997302441065304
"2014-12-01",0.44066440991372924,0.2819079792868545,0.5060675141633595,0.4819673157589312
"2015-01-01",0.4407174505503253,0.28533665065562136,0.49581326016488086,0.4865909202408471
"2015-02-01",0.44075505162354334,0.2904902925249918,0.48114769429576054,0.49394291303488663
"2015-03-01",0.44078658866720405,0.2928785019855614,0.4596290772688075,0.49562897648460347
"2015-04-01",0.4408062135107198,0.2952475608748458,0.4325376948336209,0.4978174143223186
"2015-05-01",0.44080666800560586,0.2989962557262998,0.4022938103896182,0.49875021997820473
"2015-06-01",0.4407949456389036,0.29588845906001915,0.3738646829838957,0.4942298919323018
"2015-07-01",0.44080450988713304,0.29318403533528875,0.34530135306316906,0.5032946708388694
"2015-08-01",0.44081212980942047,0.28565308012648777,0.3129453052657585,0.5080418310837113
"2015-09-01",0.4408763773631654,0.2781237961868842,0.2914042246096128,0.5168142417649232
"2015-10-01",0.44096596744517447,0.27353518492893797,0.27515527138198675,0.5161333061150449
"2015-11-01",0.4410768580820946,0.266167930988732,0.26580894847358666,0.5168859166028626
"2015-12-01",0.44123549609335144,0.2582894647168915,0.24976198542470263,0.5141618534042509
"2016-01-01",0.4413523630245994,0.2513308320410208,0.2424504933968546,0.5027684872065405
"2016-02-01",0.44143532010519243,0.24005783799916466,0.23572798127036085,0.49345266753898126
"2016-03-01",0.44162320426694995,0.2331602786249048,0.23723799955066716,0.4869255446354948
"2016-04-01",0.44178456312759035,0.225878012740259,0.2395631370020035,0.47666656373430544
"2016-05-01",0.4421477976010419,0.21670489505939672,0.24609816774219492,0.4644038972228923
"2016-06-01",0.44256469004046645,0.2122054759412833,0.2602150773939129,0.45291891446183813
"2016-07-01",0.4431648408562734,0.2134878135014378,0.27746621561360013,0.4378422721460315
"2016-08-01",0.44377641120180394,0.21871208096561268,0.29641063608102736,0.4271815850619671
"2016-09-01",0.4444642460469628,0.22696947861698,0.3171182622454153,0.41340600759052987
"2016-10-01",0.4450990112044241,0.23142892748857463,0.32187985331987823,0.4124898686767355
"2016-11-01",0.4460182185324077,0.23862460538201133,0.3351020847839169,0.41032370815720537
"2016-12-01",0.44716360825432894,0.24801157544653374,0.3628903586311533,0.406809699461199
"2017-01-01",0.44844512927445435,0.26499010803145345,0.37876583499782646,0.4173440182940499
"2017-02-01",0.44956096525818695,0.2852053892169083,0.38984639366421975,0.4221792320479227
"2017-03-01",0.45069246398898666,0.3071362244952861,0.3963924272836806,0.43154157728243764
"2017-04-01",0.45175049415356144,0.33129121132079414,0.3963755571854187,0.4441512543638862
"2017-05-01",0.4532243424255089,0.3625388007892505,0.3926834234234778,0.45381990122814186
"2017-06-01",0.45469142871803325,0.38953379645518565,0.38070254867887515,0.46879711958165676
"2017-07-01",0.4562015513772417,0.4151737144544608,0.3756931076382172,0.4663676999781533
"2017-08-01",0.4577397102872671,0.4420279071878726,0.3696419696876916,0.46479656713357836
"2017-09-01",0.45924601237338775,0.4730993242083156,0.3673773343452941,0.46439199383515617
"2017-10-01",0.4611877978041452,0.5229950766700106,0.375575436711262,0.4533100924347382
"2017-11-01",0.46248036424129474,0.5654847579492666,0.3729153443896433,0.4431122254167927
"2017-12-01",0.46325355077535796,0.6021333738581202,0.36630217519938446,0.43401936613622966
"2018-01-01",0.46488005044458475,0.6469565769509509,0.3731709270723464,0.41635560618061446
"2018-02-01",0.4666682016715693,0.6855042491246468,0.3706958784733197,0.40475655946399847
"2018-03-01",0.46806575796413774,0.7083086758766967,0.3634768627852427,0.384984972657532
"2018-04-01",0.4694788890424676,0.7180994365687774,0.362312797143711,0.3691882016328846
"2018-05-01",0.470314276089301,0.7346292641853835,0.36647973207510737,0.3596819076087344
"2018-06-01",0.4708551700944726,0.7483859200833083,0.371062526525609,0.3519410803495295
"2018-07-01",0.4710596945168549,0.760235455903684,0.37304513567219333,0.3561201054106873
"2018-08-01",0.4717376908094293,0.7710691679806645,0.3779523692481876,0.361833087173844
"2018-09-01",0.47219249066099506,0.7681018146636746,0.3780852025246596,0.3605527373115143
"2018-10-01",0.4706892442690725,0.7255291914243991,0.37351690939529936,0.36401197146668723
"2018-11-01",0.4685368272051076,0.6832387975244762,0.3682159875133211,0.36443290940278056
"2018-12-01",0.466056964672323,0.6314161402903589,0.3454524905009981,0.36407842092150305
"2019-01-01",0.46234171444552374,0.559152362156954,0.3230947184870086,0.36577464277725363
"2019-02-01",0.45893535167760063,0.49906735530873386,0.33027724829430954,0.3616121955457109
"2019-03-01",0.456293400684102,0.458573592172916,0.3440148011895846,0.35814093080638476
"2019-04-01",0.4538554598135126,0.46802000358924534,0.3542046541731115,0.3452822970363515
