"Date","NVDA","SOXL","XOM","CLS.TO"
"2013-02-01",0.48778746612140556,0.4911915246899608,0.5671711232777353,0.42786359078945846
"2013-03-01",0.487782828443624,0.4911724350119094,0.5590349741533605,0.4271201510141461
"2013-04-01",0.4877904004296275,0.49119947013204895,0.5505979308159046,0.42762940041223796
"2013-05-01",0.4877988908884636,0.49128788834420406,0.5558570955196013,0.43130985253341375
"2013-06-01",0.48779449196946467,0.49134783307990926,0.5436857020614998,0.43496263628387843
"2013-07-01",0.48779113755170517,0.49142524957252787,0.5355293469754581,0.4396593144296239
"2013-08-01",0.4877866319821361,0.49145323834166765,0.5161729551642729,0.444006611432743
"2013-09-01",0.48779238411370124,0.4915451743163678,0.4878059865718688,0.45005501710996654
"2013-10-01",0.4878041689272762,0.4916783650211285,0.4687333390555546,0.45582749443428205
"2013-11-01",0.48782000314031254,0.49181784998741157,0.4642242999690796,0.46087484851312693
"2013-12-01",0.48783866914537094,0.4919893287483178,0.4773752923332425,0.4653470047885541
"2014-01-01",0.4878702828890391,0.49213760122165506,0.4746616019581371,0.4704682342831855
"2014-02-01",0.48790691110919526,0.49232182977449357,0.4824676036931496,0.4751960258216249
"2014-03-01",0.48793406740960027,0.49251478169981383,0.4902821995879761,0.48116417207393614
"2014-04-01",0.48796096267000577,0.49268658736310744,0.5105027582455489,0.48635492012804726
"2014-05-01",0.4879862251762786,0.49285186189712576,0.5213861021331271,0.4905204515106145
"2014-06-01",0.4880052551050586,0.4930614322512959,0.5312528381388375,0.4938442871204517
"2014-07-01",0.4880152433428872,0.49319576917485114,0.5297534262187411,0.4933361040430771
"2014-08-01",0.4880294824198329,0.4934069090535976,0.539649517864812,0.4924393455927792
"2014-09-01",0.48803479669838357,0.4935497626817263,0.5428135792938624,0.49022158300847235
"2014-10-01",0.48804949517521196,0.4936748705302663,0.5459119373504572,0.4894326028040589
"2014-11-01",0.48806839859974965,0.4938651531805076,0.5325770603436564,0.4899824927732599
"2014-12-01",0.4880789581919806,0.49400658846178563,0.5076854363999812,0.49098072405772675
"2015-01-01",0.48808971159778625,0.4941147471682373,0.4946970823241103,0.4932942541875231
"2015-02-01",0.48809733464237554,0.4942758655375285,0.47612744448299243,0.4969713453971701
"2015-03-01",0.4881037281525806,0.49434995436842843,0.44893084292951846,0.49781444648465367
"2015-04-01",0.4881077067015525,0.49442310070594947,0.4148611920932207,0.4989087019625397
"2015-05-01",0.48810779884476346,0.4945381524262759,0.37718974986715836,0.4993751090130523
"2015-06-01",0.48810542238218135,0.49444283036208186,0.34227232882030567,0.49711484990434074
"2015-07-01",0.48810736130957305,0.49435940766900727,0.3078140620576898,0.5016473533014115
"2015-08-01",0.48810890608776625,0.4941246894582545,0.2697113393273151,0.5040211756123135
"2015-09-01",0.48812193069225135,0.4938862835322032,0.24498769541330898,0.5084094990778789
"2015-10-01",0.48814009214923154,0.49373904669196556,0.22672095935234016,0.5080687537684511
"2015-11-01",0.48816257068105945,0.49349938706474256,0.21637428350490145,0.5084453670512491
"2015-12-01",0.4881947259341134,0.49323837312436625,0.19890005227325483,0.5070823474091991
"2016-01-01",0.48821841285115664,0.4930034888849059,0.19106550522771576,0.5013842542129976
"2016-02-01",0.48823522609261427,0.49261359916953684,0.18393519184053558,0.4967261934233665
"2016-03-01",0.4882733029454793,0.49236885151239357,0.18553060368049307,0.4934616544527945
"2016-04-01",0.48830600149463305,0.4921049234593362,0.18799418622251343,0.4883269230051968
"2016-05-01",0.4883796003613366,0.4917637386908722,0.19496374771979935,0.48217933968025734
"2016-06-01",0.48846405662419196,0.49159257287141633,0.2102402536309226,0.4764070439700485
"2016-07-01",0.48858561083211344,0.49164162182152094,0.22929741009702856,0.46880012339300414
"2016-08-01",0.4887094447603325,0.49183926600333916,0.2506837166039129,0.46339565695689305
"2016-09-01",0.4888486815380957,0.49214485805400277,0.27456301623646434,0.4563733781986636
"2016-10-01",0.48897713899113937,0.4923066313084044,0.28012279851122135,0.4559046245660691
"2016-11-01",0.48916309729746627,0.49256314508322296,0.295687617404131,0.45479535424838774
"2016-12-01",0.4893947128511303,0.4928899310071852,0.32895112785512115,0.4529930125552488
"2017-01-01",0.4896537272156889,0.4934606836493999,0.3482512758844652,0.4583857305810109
"2017-02-01",0.48987914591019915,0.49411062055485216,0.361833669802807,0.46085107382619944
"2017-03-01",0.4901076283068248,0.4947851761954809,0.3698969310447078,0.4656088500789535
"2017-04-01",0.490321185869528,0.49549787253651956,0.36987610675097865,0.47198798115405405
"2017-05-01",0.4906185337192366,0.4963823589734757,0.3653248738655994,0.4768604975865141
"2017-06-01",0.4909143595911195,0.49712008157594934,0.35061898531614216,0.48438334027006136
"2017-07-01",0.49121870436044945,0.49780374638117203,0.34450054904567123,0.4831647855571183
"2017-08-01",0.49152853938656355,0.4985068257419296,0.3371350632896919,0.48237641584778296
"2017-09-01",0.4918318066683786,0.4993095729684289,0.33438592081894314,0.48217336525891646
"2017-10-01",0.4922225393431963,0.5005900333022951,0.3443570842242338,0.4766039323494087
"2017-11-01",0.49248250688596307,0.5016887911169603,0.34111606374017706,0.47146346140637
"2017-12-01",0.4926379671740909,0.5026561426673506,0.3330822939132706,0.46686479729499447
"2018-01-01",0.49296488893397106,0.5038825381397585,0.34142711315155677,0.4578810315254738
"2018-02-01",0.49332413560453353,0.5049946038348235,0.33841593851409424,0.4519382683616465
"2018-03-01",0.493604794817346,0.5056868298235382,0.3296607006537619,0.44171093267961814
"2018-04-01",0.49388848369964383,0.5059936456162097,0.3282529378389271,0.43343486844227763
"2018-05-01",0.4940561444963267,0.5065267958734158,0.3332974293690209,0.42840235000317517
"2018-06-01",0.4941646841273502,0.5069868663243076,0.33886158177560094,0.42427240236864056
"2018-07-01",0.4942057218980275,0.5073967077237125,0.3412738715280568,0.42650574540953656
"2018-08-01",0.49434174852282126,0.5077837165106668,0.3472576534042362,0.4295448420169385
"2018-09-01",0.4944329835265366,0.5076764710234936,0.34741991266058403,0.4288651144016914
"2018-10-01",0.49413138886957064,0.5062308066114363,0.34184838406995893,0.43069981652269385
"2018-11-01",0.4936993730075225,0.5049273779839704,0.33540338448077955,0.4309226905955788
"2018-12-01",0.4932013541689726,0.5034505642820969,0.30799411511648955,0.4307350049777404
"2019-01-01",0.4924546248683225,0.5015238567493117,0.2815452809440916,0.431632553838608
"2019-02-01",0.4917692719815654,0.49997608412898936,0.2899870702079484,0.42942762800998224
"2019-03-01",0.49123720969801093,0.4989353439371832,0.3062787102560627,0.4275825667274527
"2019-04-01",0.49074581155447283,0.49917887854966175,0.3184790897744023,0.4206950227909107
"2019-05-01",0.4899661201205913,0.49748078960898895,0.3083731561951533,0.4114614059660046
"2019-06-01",0.4893712527389949,0.49682200447357355,0.3074282250179307,0.4016572409436854
"2019-07-01",0.48876776815712647,0.4962311318508397,0.30236030846617784,0.3942649734729754
"2019-08-01",0.4879763406675901,0.49522291368888344,0.29007238810716846,0.3846594064669641
"2019-09-01",0.4872192602522038,0.4947239257550826,0.27100298715259746,0.37970088365335947
"2019-10-01",0.4869378914094721,0.4956785123709731,0.256795601047714,0.3763098495012672
"2019-11-01",0.48700290851418704,0.49688309424210947,0.24664117411393943,0.37405585155816834
"2019-12-01",0.48731991095655064,0.499297793078687,0.26385523957981033,0.3749355003078475
"2020-01-01",0.4875905067858946,0.50088178658059,0.255515847940914,0.376534421615093
"2020-02-01",0.4879116367367239,0.50156370596837,0.22028468460215594,0.3754906071359772
"2020-03-01",0.4880874275392537,0.5005878953552048,0.1707784409114479,0.3728861453526216
"2020-04-01",0.4883499574917763,0.49906387897769117,0.13862947017258148,0.37747258784757187
"2020-05-01",0.48915165568431573,0.4996574642100862,0.12121231019972435,0.3841443469071977
"2020-06-01",0.489888204831067,0.49975349552274717,0.09933611186280636,0.38949980949695007
"2020-07-01",0.49079322105447093,0.49995793156448676,0.08120315448401354,0.3944991989241838
"2020-08-01",0.49211244538028626,0.5011141360546283,0.06837401894646669,0.39976178974648274
"2020-09-01",0.4934348929752398,0.5018721542119869,0.05480524994901047,0.4028304517986683
"2020-10-01",0.49452043918831284,0.5022137560616733,0.04486515416114465,0.4028246979112077
"2020-11-01",0.49563522591559894,0.5042066182657449,0.038000497756906,0.404304288690405
"2020-12-01",0.49658733731730526,0.5058836798353653,0.03241579732635715,0.4051167901415209
"2021-01-01",0.49761756316330047,0.5089041327961568,0.03130785152272262,0.4035210966793314
"2021-02-01",0.4985643910526827,0.5137617045270384,0.03524792602195928,0.40911185016886575
