"Date","P_MA","P_Risk","P_Econ","f_hybrid","AdjClose"
2010-02-28,NA,NA,0.206966624,NA,36.5879554748535
2010-03-31,NA,NA,0.209521039,NA,37.9484252929688
2010-04-30,NA,NA,0.21239177,NA,38.3960227966309
2010-05-31,NA,NA,0.214477231,NA,34.2544403076172
2010-06-30,NA,NA,0.216645733,NA,32.5533790588379
2010-07-31,NA,0.379804696795628,0.218747497,NA,34.0421371459961
2010-08-31,NA,0.246787319887688,0.221015131,NA,33.7170104980469
2010-09-30,NA,0.433441316387096,0.223278247,NA,35.4979248046875
2010-10-31,NA,0.521556355361382,0.225482338,NA,38.1980400085449
2010-11-30,NA,0.372561878856853,0.226048076,NA,39.961727142334
2010-12-31,0.970756938288963,0.312606199071763,0.226583692,0.55866199334429,42.2714309692383
2011-01-31,0.99573269300392,0.641027655673405,0.227153824,0.70013490427093,46.6419372558594
2011-02-28,0.999470134886208,0.297269394292971,0.230055371,0.564706885871672,49.4457664489746
2011-03-31,0.999854825751158,0.573947675352823,0.232696308,0.676060262041592,48.8927230834961
2011-04-30,0.999906019476831,0.212660847509726,0.235653328,0.532157412394623,51.1301689147949
2011-05-31,0.999578908023338,0.553304566400948,0.236907582,0.668534906169714,48.5091781616211
2011-06-30,0.997712806488948,0.294856424993589,0.238191268,0.564665946193015,47.5627784729004
2011-07-31,0.971528657519248,0.248187215637088,0.239458597,0.535778068662535,46.6335105895996
2011-08-31,0.728158849812577,0.455141668395589,0.242262337,0.521772674683267,43.2612152099609
2011-09-30,0.226442055552005,0.115125726032496,0.245076319,0.185642376433801,42.7291450500488
2011-10-31,0.108658907604395,0.384081582841401,0.247796704,0.246655536978318,45.9413261413574
2011-11-30,0.203622306337118,0.211314380398326,0.251113357,0.216197346094178,47.3238716125488
2011-12-31,0.612157374667933,0.272444273529131,0.254355515,0.404711762278826,50.1625022888184
2012-01-31,0.805205881981572,0.248467537930442,0.257728546,0.473015077164806,49.5588493347168
2012-02-29,0.928447372407655,0.239108541927603,0.259816644,0.518985694534103,51.1922760009766
2012-03-31,0.943692480835227,0.415350841151989,0.261775026,0.595972333994886,51.6093292236328
2012-04-30,0.967845311332065,0.444990200130691,0.263903615,0.617914927585103,51.3772430419922
2012-05-31,0.888963042461138,0.62203980521228,0.265592136,0.657519566269367,46.7893562316895
2012-06-30,0.839983572091343,0.505670647319212,0.267323647,0.591726417164222,51.269832611084
2012-07-31,0.806539478719903,0.171229637957039,0.269016936,0.444911033870777,52.0367813110352
2012-08-31,0.9250427477437,0.19760523043411,0.270566364,0.503172464071124,52.3063735961914
2012-09-30,0.941087495182776,0.410433431472994,0.272120476,0.595032465862308,55.1489715576172
2012-10-31,0.952522571966399,0.300041077679633,0.273630108,0.555751481458413,54.9801063537598
2012-11-30,0.942420013900613,0.514189726700268,0.277184742,0.638080844640352,53.1528739929199
2012-12-31,0.848475443633535,0.322594100953282,0.280639669,0.524555751634727,52.5207977294922
2013-01-31,0.764035312503633,0.420644062532173,0.284233693,0.530718488614322,54.5961456298828
2013-02-28,0.787287113919613,0.324099922970349,0.285549162,0.501664647155985,54.3412780761719
2013-03-31,0.865309172050876,0.368468357318339,0.286735845,0.550858180747686,55.0304412841797
2013-04-30,0.821924540058531,0.348832397407457,0.288060135,0.525914801986395,54.3464584350586
2013-05-31,0.755352899621775,0.339560366451468,0.291579307,0.496281167829297,55.2502937316895
2013-06-30,0.720320493621957,0.273530428239868,0.295247787,0.45658992614473,55.5587120056152
2013-07-31,0.829109221254943,0.584464264071223,0.298836368,0.625196667730466,57.6494522094727
2013-08-31,0.715184728972456,0.667953167428504,0.302739964,0.613803151360384,53.5970916748047
2013-09-30,0.578200571472347,0.248359567458883,0.306688019,0.391961659372492,53.274055480957
2013-10-31,0.390136405984653,0.477708487895479,0.310532653,0.409244488152053,55.4907150268555
2013-11-30,0.642712183226957,0.419015095386912,0.31061936,0.486814783445548,57.8807411193848
2013-12-31,0.951554637775325,0.518011161823462,0.310697534,0.649965826639515,63.0871620178223
2014-01-31,0.967496277591573,0.488756343277821,0.310811574,0.644663363147757,57.4516906738281
2014-02-28,0.974210887799351,0.243750298327824,0.316324308,0.55044933605087,60.0138359069824
2014-03-31,0.92549860120553,0.191285711843561,0.321344377,0.510982600619636,61.3240928649902
2014-04-30,0.981498573663958,0.248229950731198,0.326957851,0.557282979958063,64.2936401367188
2014-05-31,0.987246957399045,0.319906064318033,0.331790147,0.589219238086832,63.113353729248
2014-06-30,0.988420127004121,0.280862081660023,0.336808256,0.575074534665658,63.6366424560547
2014-07-31,0.969349114562525,0.489890425204797,0.341699708,0.652035757506929,62.536865234375
2014-08-31,0.93079641403263,0.207352552758268,0.34360904,0.523981394716359,62.8655395507812
2014-09-30,0.688113974833607,0.556551172184298,0.345502473,0.566966553407162,59.8601531982422
2014-10-31,0.489555130196741,0.479176998772617,0.347357083,0.456964268187743,61.5531730651855
2014-11-30,0.145911660236835,0.370422192098191,0.350052437,0.276544028334011,57.626148223877
2014-12-31,0.161582552376302,0.320805034809189,0.352661818,0.263487398474196,59.2666168212891
2015-01-31,0.0333729435973695,0.245344996375338,0.355392912,0.182565758389083,56.042064666748
2015-02-28,0.0328114635609474,0.204372769671714,0.359340972,0.166741887693065,56.7600593566895
2015-03-31,0.0133393487670579,0.240029201561521,0.36294213,0.173935846131431,54.900821685791
2015-04-30,0.0287878040081898,0.379868460681317,0.366937624,0.236850030675803,56.4315986633301
2015-05-31,0.031625104407388,0.30054766773353,0.369099279,0.206688964656367,55.0299949645996
2015-06-30,0.0534937306095297,0.251568188749128,0.37132999,0.196290765743463,54.1827011108398
2015-07-31,0.0272182256959856,0.532709660358379,0.373514187,0.298673991821746,51.5842704772949
2015-08-31,0.0117615073881977,0.369020148653547,0.374126301,0.227137922616698,48.9988708496094
2015-09-30,0.00503863092082561,0.150514388112067,0.374747508,0.137170709213157,48.8723068237305
2015-10-31,0.0228860579365979,0.576826611507307,0.375335746,0.314952216977562,54.387279510498
2015-11-30,0.134062072925679,0.179185503270596,0.376997139,0.20069845827851,53.6773719787598
2015-12-31,0.426522736687778,0.25453289773202,0.378607064,0.348143666567919,51.6853675842285
2016-01-31,0.299388300518167,0.158355525040713,0.38029488,0.259156506223552,51.6190452575684
2016-02-29,0.325931077707285,0.110869139100928,0.383768812,0.251473849123285,53.1440734863281
2016-03-31,0.646109361510297,0.184579159995541,0.387016914,0.409678791402335,55.9280586242676
2016-04-30,0.947092011913375,0.406105598559058,0.390499764,0.619378996988973,59.1463050842285
2016-05-31,0.990493856103682,0.258995050711988,0.393794906,0.578554543926268,59.5611267089844
2016-06-30,0.998221812773373,0.452440064229446,0.39723006,0.659710762801128,63.2463073730469
2016-07-31,0.997314637652575,0.600574959910853,0.400546898,0.719265218625371,60.014461517334
2016-08-31,0.992194598515441,0.317544125214065,0.404235287,0.604742546891802,58.7932891845703
2016-09-30,0.936025809693289,0.243631368816787,0.407940126,0.553450896604031,59.3898811340332
2016-10-31,0.799703357520629,0.358575542299523,0.411523063,0.545616172528061,56.6953010559082
2016-11-30,0.752253364076819,0.407114875110271,0.415104991,0.546768293874836,59.4034957885742
2016-12-31,0.752413172146505,0.404394707761258,0.418604362,0.546444024363105,61.961483001709
2017-01-31,0.713375585789117,0.554143270911654,0.422233674,0.591454277480308,57.5886306762695
2017-02-28,0.376469541333531,0.308164477119773,0.425330002,0.358919607781322,55.8243865966797
2017-03-31,0.0915792533786697,0.337740317863653,0.428124852,0.257352798896929,56.8128547668457
2017-04-30,0.081585902077807,0.26323592597094,0.431233274,0.224175386019499,56.5634498596191
2017-05-31,0.106785917075043,0.29468693288756,0.436003661,0.247789872185041,55.766773223877
2017-06-30,0.157422902887633,0.500660997686265,0.440935088,0.351420577829559,56.4542541503906
2017-07-31,0.176844512890841,0.318781405867711,0.445724682,0.287395303903421,55.9717330932617
2017-08-31,0.132041891914167,0.68335927313919,0.452391565,0.416638779021343,53.3773345947266
2017-09-30,0.217389274262441,0.746134173333646,0.459053127,0.477220004438435,57.8840255737305
2017-10-31,0.377366172233561,0.380296839546105,0.465522625,0.396169729711867,58.8513565063477
2017-11-30,0.795654430418648,0.371335125330595,0.471188534,0.561033529099697,58.8089942932129
2017-12-31,0.893671524808322,0.315178503021165,0.47668216,0.578876443131795,59.6026840209961
2018-01-31,0.946009361026053,0.466623990158345,0.482345108,0.661522362073759,62.2108116149902
2018-02-28,0.803093327169119,0.671326834546234,0.487368762,0.687241817086141,53.9730606079102
2018-03-31,0.425669422220861,0.136408501412388,0.491923859,0.3232159412533,53.7114944458008
2018-04-30,0.0886794845394206,0.287967483809102,0.496948026,0.250048392539409,55.9719696044922
2018-05-31,0.258735000315959,0.247213658951844,0.501116035,0.302602670707121,58.4844055175781
2018-06-30,0.687469443433138,0.224262510303508,0.505414465,0.465775674494658,60.160717010498
2018-07-31,0.833922808227351,0.194437143441568,0.50956823,0.513257626667568,59.2735404968262
2018-08-31,0.758004881329961,0.434643061722222,0.511899186,0.579439014420873,58.2990989685059
2018-09-30,0.821683676445417,0.561202189091901,0.514212833,0.655996912814927,62.4637107849121
2018-10-31,0.787402560026147,0.593526851986287,0.516456123,0.655662989404974,58.5404396057129
2018-11-30,0.798846852384667,0.173841543224476,0.520241896,0.493123737443657,58.4081878662109
2018-12-31,0.13900507118153,0.453943792360799,0.523914007,0.341962346816932,50.6066627502441
2019-01-31,0.0719720505091955,0.208878940608029,0.527690167,0.21787842984689,54.3841590881348
2019-02-28,0.0538828327408414,0.292664250247087,0.533378227,0.245294478595171,58.651481628418
2019-03-31,0.474824675396403,0.296833457227173,0.53853206,0.41636966504943,60.6307907104492
2019-04-30,0.816923647646406,0.249143347564487,0.544202331,0.535267264284357,60.2406044006348
2019-05-31,0.523723974169887,0.448568953991077,0.550267558,0.498970682864386,53.1044731140137
2019-06-30,0.363154161021298,0.401520332312262,0.556505413,0.417170879933424,58.1608123779297
2019-07-31,0.168968517110452,0.320750343823502,0.562516282,0.308390800773582,56.4379386901855
2019-08-31,0.19117318675428,0.415086134904924,0.566693919,0.355842512463682,51.9751319885254
2019-09-30,0.113095297532488,0.355004402877073,0.570822348,0.301404349763825,54.2581062316895
2019-10-31,0.0468305881222374,0.261460563387318,0.574817548,0.238279970203822,51.9221076965332
2019-11-30,0.0844902458198202,0.269932574720942,0.570883958,0.255945919816305,52.352424621582
2019-12-31,0.0638692880093022,0.460379469303867,0.567065697,0.323112642325268,54.2669677734375
2020-01-31,0.0328373295744813,0.58560740250121,0.56314341,0.360006574830277,48.309886932373
2020-02-29,0.00261222970750315,0.562384291260963,0.528095859,0.331617780187387,40.0041999816895
